STATION,YEAR,MONTH,PRECIPITATION
AIRST,1955,JAN,207.0
AIRST,1955,JUL,293.5
AIRST,1955,JUN,50.0
AIRST,1955,MAR,179.33333333333334
AIRST,1955,MAY,18.0
AIRST,1955,NOV,91.5
AIRST,1955,OCT,85.66666666666667
AIRST,1955,SEP,75.0
AMADO,1966,APR,0.0
AMADO,1966,AUG,223.0
AMADO,1966,DEC,4.0
AMADO,1966,FEB,190.0
AMADO,1966,JAN,216.0
AMADO,1966,JUL,245.0
AMADO,1966,JUN,11.0
AMADO,1966,MAR,20.0
AMADO,1966,MAY,6.0
AMADO,1966,NOV,30.0
AMADO,1966,OCT,28.0
AMADO,1966,SEP,310.0
AMADO,1967,APR,34.0
AMADO,1967,AUG,126.0
AMADO,1967,DEC,397.0
AMADO,1967,FEB,20.0
AMADO,1967,JAN,3.0
AMADO,1967,JUL,695.0
AMADO,1967,JUN,90.0
AMADO,1967,MAR,4.0
AMADO,1967,MAY,20.0
AMADO,1967,NOV,62.0
AMADO,1967,OCT,155.0
AMADO,1967,SEP,88.0
AMADO,1968,APR,30.0
AMADO,1968,AUG,436.0
AMADO,1968,DEC,52.0
AMADO,1968,FEB,114.0
AMADO,1968,JAN,56.0
AMADO,1968,JUL,322.0
AMADO,1968,JUN,0.0
AMADO,1968,MAR,177.0
AMADO,1968,MAY,2.0
AMADO,1968,NOV,90.0
AMADO,1968,OCT,15.0
AMADO,1968,SEP,24.0
AMADO,1969,APR,12.0
AMADO,1969,AUG,452.0
AMADO,1969,DEC,98.0
AMADO,1969,FEB,60.0
AMADO,1969,JAN,19.0
AMADO,1969,JUL,369.0
AMADO,1969,JUN,0.0
AMADO,1969,MAR,41.0
AMADO,1969,MAY,12.0
AMADO,1969,NOV,72.0
AMADO,1969,OCT,5.0
AMADO,1969,SEP,58.0
AMADO,1970,APR,4.0
AMADO,1970,AUG,234.0
AMADO,1970,DEC,33.0
AMADO,1970,FEB,30.0
AMADO,1970,JAN,0.0
AMADO,1970,JUL,171.0
AMADO,1970,JUN,34.0
AMADO,1970,MAR,115.0
AMADO,1970,MAY,2.0
AMADO,1970,NOV,0.0
AMADO,1970,OCT,19.0
AMADO,1970,SEP,273.0
AMADO,1971,APR,26.0
AMADO,1971,AUG,401.0
AMADO,1971,DEC,254.0
AMADO,1971,FEB,61.0
AMADO,1971,JAN,0.0
AMADO,1971,JUL,227.0
AMADO,1971,JUN,3.0
AMADO,1971,MAR,3.0
AMADO,1971,MAY,5.0
AMADO,1971,NOV,92.0
AMADO,1971,OCT,118.0
AMADO,1971,SEP,146.0
AMADO,1972,APR,0.0
AMADO,1972,AUG,231.0
AMADO,1972,DEC,42.0
AMADO,1972,FEB,0.0
AMADO,1972,JAN,0.0
AMADO,1972,JUL,284.0
AMADO,1972,JUN,34.0
AMADO,1972,MAR,2.0
AMADO,1972,MAY,0.0
AMADO,1972,NOV,113.0
AMADO,1972,OCT,370.0
AMADO,1972,SEP,229.0
AMADO,1973,APR,7.0
AMADO,1973,AUG,92.0
AMADO,1973,DEC,0.0
AMADO,1973,FEB,122.0
AMADO,1973,JAN,40.0
AMADO,1973,JUL,213.0
AMADO,1973,JUN,67.0
AMADO,1973,MAR,285.0
AMADO,1973,MAY,0.0
AMADO,1973,NOV,28.0
AMADO,1973,OCT,0.0
AMADO,1973,SEP,18.0
AMADO,1974,APR,0.0
AMADO,1974,AUG,145.0
AMADO,1974,DEC,10.0
AMADO,1974,FEB,0.0
AMADO,1974,JAN,125.0
AMADO,1974,JUL,431.0
AMADO,1974,JUN,3.0
AMADO,1974,MAR,60.0
AMADO,1974,MAY,3.0
AMADO,1974,NOV,79.0
AMADO,1974,OCT,146.0
AMADO,1974,SEP,195.0
AMADO,1975,APR,33.0
AMADO,1975,AUG,47.0
AMADO,1975,DEC,44.0
AMADO,1975,FEB,3.0
AMADO,1975,JAN,43.0
AMADO,1975,JUL,219.0
AMADO,1975,JUN,0.0
AMADO,1975,MAR,64.0
AMADO,1975,MAY,0.0
AMADO,1975,NOV,37.0
AMADO,1975,OCT,0.0
AMADO,1975,SEP,227.0
AMADO,1976,APR,45.0
AMADO,1976,AUG,72.0
AMADO,1976,DEC,15.0
AMADO,1976,FEB,67.0
AMADO,1976,JAN,8.0
AMADO,1976,JUL,350.0
AMADO,1976,JUN,6.0
AMADO,1976,MAR,35.0
AMADO,1976,MAY,18.410714285714285
AMADO,1976,NOV,65.0
AMADO,1976,OCT,48.0
AMADO,1976,SEP,206.0
AMADO,1977,APR,39.0
AMADO,1977,AUG,161.0
AMADO,1977,DEC,91.0
AMADO,1977,FEB,8.0
AMADO,1977,JAN,294.0
AMADO,1977,JUL,156.0
AMADO,1977,JUN,10.0
AMADO,1977,MAR,52.0
AMADO,1977,MAY,0.0
AMADO,1977,NOV,5.0
AMADO,1977,OCT,235.0
AMADO,1977,SEP,273.0
AMADO,1978,APR,5.0
AMADO,1978,AUG,25.0
AMADO,1978,DEC,302.0
AMADO,1978,FEB,135.0
AMADO,1978,JAN,174.0
AMADO,1978,JUL,385.0
AMADO,1978,JUN,5.0
AMADO,1978,MAR,110.0
AMADO,1978,MAY,20.0
AMADO,1978,NOV,235.0
AMADO,1978,OCT,415.0
AMADO,1978,SEP,100.0
AMADO,1979,APR,0.0
AMADO,1979,AUG,230.0
AMADO,1979,DEC,50.0
AMADO,1979,FEB,35.0
AMADO,1979,JAN,240.0
AMADO,1979,JUL,62.0
AMADO,1979,JUN,60.0
AMADO,1979,MAR,113.0
AMADO,1979,MAY,66.0
AMADO,1979,NOV,0.0
AMADO,1979,OCT,0.0
AMADO,1979,SEP,0.0
AMADO,1980,APR,44.0
AMADO,1980,AUG,142.0
AMADO,1980,DEC,15.0
AMADO,1980,FEB,275.0
AMADO,1980,JAN,38.0
AMADO,1980,JUL,326.0
AMADO,1980,JUN,0.0
AMADO,1980,MAR,110.0
AMADO,1980,MAY,0.0
AMADO,1980,NOV,59.44642857142857
AMADO,1980,OCT,16.0
AMADO,1980,SEP,93.0
AMADO,1981,APR,50.0
AMADO,1981,AUG,42.0
AMADO,1981,DEC,2.0
AMADO,1981,FEB,248.0
AMADO,1981,JAN,100.0
AMADO,1981,JUL,395.0
AMADO,1981,JUN,11.0
AMADO,1981,MAR,105.0
AMADO,1981,MAY,2.0
AMADO,1981,NOV,103.0
AMADO,1981,OCT,3.0
AMADO,1981,SEP,191.0
AMADO,1982,APR,10.0
AMADO,1982,AUG,245.0
AMADO,1982,DEC,109.0
AMADO,1982,FEB,8.0
AMADO,1982,JAN,94.0
AMADO,1982,JUL,140.0
AMADO,1982,JUN,14.0
AMADO,1982,MAR,47.0
AMADO,1982,MAY,27.0
AMADO,1982,NOV,123.0
AMADO,1982,OCT,1.0
AMADO,1982,SEP,186.0
AMADO,1983,APR,3.0
AMADO,1983,AUG,271.0
AMADO,1983,DEC,53.0
AMADO,1983,FEB,87.0
AMADO,1983,JAN,205.0
AMADO,1983,JUL,147.0
AMADO,1983,JUN,0.0
AMADO,1983,MAR,124.0
AMADO,1983,MAY,11.0
AMADO,1983,NOV,98.0
AMADO,1983,OCT,447.0
AMADO,1983,SEP,643.0
AMADO,1984,APR,57.0
AMADO,1984,AUG,603.0
AMADO,1984,DEC,388.0
AMADO,1984,FEB,0.0
AMADO,1984,JAN,169.0
AMADO,1984,JUL,504.0
AMADO,1984,JUN,50.0
AMADO,1984,MAR,0.0
AMADO,1984,MAY,48.0
AMADO,1984,NOV,47.0
AMADO,1984,OCT,90.0
AMADO,1984,SEP,410.0
AMADO,1985,APR,46.0
AMADO,1985,AUG,259.0
AMADO,1985,DEC,19.0
AMADO,1985,FEB,170.0
AMADO,1985,JAN,168.0
AMADO,1985,JUL,219.0
AMADO,1985,JUN,0.0
AMADO,1985,MAR,0.0
AMADO,1985,MAY,0.0
AMADO,1985,NOV,94.0
AMADO,1985,OCT,133.0
AMADO,1985,SEP,151.0
AMADO,1986,APR,26.228070175438596
AMADO,1986,AUG,438.0
AMADO,1986,DEC,185.0
AMADO,1986,FEB,188.0
AMADO,1986,JAN,5.0
AMADO,1986,JUL,224.0
AMADO,1986,JUN,99.0
AMADO,1986,MAR,60.0
AMADO,1986,MAY,23.0
AMADO,1986,NOV,57.0
AMADO,1986,OCT,26.0
AMADO,1986,SEP,88.0
AMADO,1987,APR,135.0
AMADO,1987,AUG,278.0
AMADO,1987,DEC,234.0
AMADO,1987,FEB,159.0
AMADO,1987,JAN,34.0
AMADO,1987,JUL,95.0
AMADO,1987,JUN,2.0
AMADO,1987,MAR,36.0
AMADO,1987,MAY,94.0
AMADO,1987,NOV,60.0
AMADO,1987,OCT,69.0
AMADO,1987,SEP,116.0
AMADO,1988,APR,146.0
AMADO,1988,AUG,375.0
AMADO,1988,DEC,22.0
AMADO,1988,FEB,57.0
AMADO,1988,JAN,74.0
AMADO,1988,JUL,533.0
AMADO,1988,JUN,48.0
AMADO,1988,MAR,21.0
AMADO,1988,MAY,0.0
AMADO,1988,NOV,14.0
AMADO,1988,OCT,256.0
AMADO,1988,SEP,17.0
AMADO,1989,APR,0.0
AMADO,1989,AUG,173.0
AMADO,1989,DEC,45.0
AMADO,1989,FEB,23.0
AMADO,1989,JAN,76.0
AMADO,1989,JUL,103.0
AMADO,1989,JUN,3.0
AMADO,1989,MAR,76.0
AMADO,1989,MAY,5.0
AMADO,1989,NOV,44.0
AMADO,1989,OCT,232.0
AMADO,1989,SEP,120.0
AMADO,1990,APR,13.0
AMADO,1990,AUG,323.0
AMADO,1990,DEC,126.0
AMADO,1990,FEB,53.0
AMADO,1990,JAN,100.0
AMADO,1990,JUL,933.0
AMADO,1990,JUN,17.0
AMADO,1990,MAR,41.0
AMADO,1990,MAY,5.0
AMADO,1990,NOV,0.0
AMADO,1990,OCT,0.0
AMADO,1990,SEP,132.0
AMADO,1991,APR,0.0
AMADO,1991,AUG,164.0
AMADO,1991,DEC,154.0
AMADO,1991,FEB,194.0
AMADO,1991,JAN,124.0
AMADO,1991,JUL,182.0
AMADO,1991,JUN,87.0
AMADO,1991,MAR,107.0
AMADO,1991,MAY,18.410714285714285
AMADO,1991,NOV,65.0
AMADO,1991,OCT,28.0
AMADO,1991,SEP,83.0
AMADO,1992,APR,30.0
AMADO,1992,AUG,518.0
AMADO,1992,DEC,358.0
AMADO,1992,FEB,74.0
AMADO,1992,JAN,131.0
AMADO,1992,JUL,303.0
AMADO,1992,JUN,44.175438596491226
AMADO,1992,MAR,327.0
AMADO,1992,MAY,99.0
AMADO,1992,NOV,4.0
AMADO,1992,OCT,1.0
AMADO,1992,SEP,28.0
AMADO,1993,APR,26.228070175438596
AMADO,1993,AUG,556.0
AMADO,1993,DEC,7.0
AMADO,1993,FEB,143.0
AMADO,1993,JAN,292.0
AMADO,1993,JUL,138.0
AMADO,1993,JUN,0.0
AMADO,1993,MAR,72.0
AMADO,1993,MAY,128.0
AMADO,1993,NOV,136.0
AMADO,1993,OCT,28.0
AMADO,1993,SEP,72.0
AMADO,1994,APR,3.0
AMADO,1994,AUG,292.0
AMADO,1994,DEC,327.0
AMADO,1994,FEB,94.0
AMADO,1994,JAN,44.0
AMADO,1994,JUL,52.0
AMADO,1994,JUN,49.0
AMADO,1994,MAR,182.0
AMADO,1994,MAY,10.0
AMADO,1994,NOV,301.0
AMADO,1994,OCT,83.0
AMADO,1994,SEP,223.0
AMADO,1995,APR,39.0
AMADO,1995,AUG,397.0
AMADO,1995,DEC,106.46428571428571
AMADO,1995,FEB,149.0
AMADO,1995,JAN,64.0
AMADO,1995,JUL,65.0
AMADO,1995,JUN,0.0
AMADO,1995,MAR,44.0
AMADO,1995,MAY,11.0
AMADO,1995,NOV,24.0
AMADO,1995,OCT,58.0
AMADO,1995,SEP,123.0
AMADO,1996,APR,0.0
AMADO,1996,AUG,399.0
AMADO,1996,DEC,0.0
AMADO,1996,FEB,81.0
AMADO,1996,JAN,6.0
AMADO,1996,JUL,198.0
AMADO,1996,JUN,25.0
AMADO,1996,MAR,25.0
AMADO,1996,MAY,0.0
AMADO,1996,NOV,0.0
AMADO,1996,OCT,160.0
AMADO,1996,SEP,148.0
AMADO,1997,APR,26.0
AMADO,1997,AUG,331.0
AMADO,1997,DEC,234.0
AMADO,1997,FEB,66.0
AMADO,1997,JAN,157.0
AMADO,1997,JUL,39.0
AMADO,1997,JUN,0.0
AMADO,1997,MAR,4.0
AMADO,1997,MAY,55.0
AMADO,1997,NOV,66.0
AMADO,1997,OCT,105.0
AMADO,1997,SEP,140.0
AMADO,1998,APR,6.0
AMADO,1998,AUG,237.0
AMADO,1998,DEC,99.0
AMADO,1998,FEB,382.0
AMADO,1998,JAN,3.0
AMADO,1998,JUL,358.0
AMADO,1998,JUN,0.0
AMADO,1998,MAR,176.0
AMADO,1998,MAY,0.0
AMADO,1998,NOV,61.0
AMADO,1998,OCT,124.0
AMADO,1998,SEP,138.0
AMADO,1999,APR,171.0
AMADO,1999,AUG,341.0
AMADO,1999,DEC,0.0
AMADO,1999,FEB,0.0
AMADO,1999,JAN,0.0
AMADO,1999,JUL,440.0
AMADO,1999,JUN,11.0
AMADO,1999,MAR,0.0
AMADO,1999,MAY,0.0
AMADO,1999,NOV,0.0
AMADO,1999,OCT,0.0
AMADO,1999,SEP,6.0
AMADO,2000,APR,0.0
AMADO,2000,AUG,382.0
AMADO,2000,DEC,28.0
AMADO,2000,FEB,28.0
AMADO,2000,JAN,0.0
AMADO,2000,JUL,132.0
AMADO,2000,JUN,418.0
AMADO,2000,MAR,138.0
AMADO,2000,MAY,0.0
AMADO,2000,NOV,154.0
AMADO,2000,OCT,578.0
AMADO,2000,SEP,30.0
AMADO,2001,APR,99.0
AMADO,2001,AUG,380.0
AMADO,2001,DEC,11.0
AMADO,2001,FEB,39.0
AMADO,2001,JAN,127.0
AMADO,2001,JUL,215.0
AMADO,2001,JUN,66.0
AMADO,2001,MAR,116.0
AMADO,2001,MAY,50.0
AMADO,2001,NOV,17.0
AMADO,2001,OCT,77.0
AMADO,2001,SEP,61.0
AMADO,2002,APR,0.0
AMADO,2002,AUG,380.0
AMADO,2002,DEC,66.0
AMADO,2002,FEB,0.0
AMADO,2002,JAN,17.0
AMADO,2002,JUL,231.0
AMADO,2002,JUN,358.0
AMADO,2002,MAR,0.0
AMADO,2002,MAY,0.0
AMADO,2002,NOV,50.0
AMADO,2002,OCT,0.0
AMADO,2002,SEP,0.0
AMADO,2003,APR,0.0
AMADO,2003,AUG,210.0
AMADO,2003,DEC,106.46428571428571
AMADO,2003,FEB,193.0
AMADO,2003,JAN,0.0
AMADO,2003,JUL,409.0
AMADO,2003,JUN,0.0
AMADO,2003,MAR,3.0
AMADO,2003,MAY,0.0
AMADO,2003,NOV,59.44642857142857
AMADO,2003,OCT,89.64912280701755
AMADO,2003,SEP,154.21052631578948
AMADO,2004,APR,76.0
AMADO,2004,AUG,134.0
AMADO,2004,DEC,78.0
AMADO,2004,FEB,89.29310344827586
AMADO,2004,JAN,85.1896551724138
AMADO,2004,JUL,320.0
AMADO,2004,JUN,7.0
AMADO,2004,MAR,66.72413793103448
AMADO,2004,MAY,0.0
AMADO,2004,NOV,24.0
AMADO,2004,OCT,76.0
AMADO,2004,SEP,31.0
AMADO,2005,APR,22.0
AMADO,2005,AUG,328.0
AMADO,2005,DEC,0.0
AMADO,2005,FEB,66.0
AMADO,2005,JAN,134.0
AMADO,2005,JUL,208.0
AMADO,2005,JUN,13.0
AMADO,2005,MAR,13.0
AMADO,2005,MAY,65.0
AMADO,2005,NOV,0.0
AMADO,2005,OCT,77.0
AMADO,2005,SEP,11.0
AMADO,2006,APR,0.0
AMADO,2006,AUG,150.0
AMADO,2006,DEC,45.0
AMADO,2006,FEB,13.0
AMADO,2006,JAN,0.0
AMADO,2006,JUL,442.0
AMADO,2006,JUN,37.0
AMADO,2006,MAR,66.0
AMADO,2006,MAY,0.0
AMADO,2006,NOV,0.0
AMADO,2006,OCT,9.0
AMADO,2006,SEP,124.0
AMADO,2007,APR,39.0
AMADO,2007,AUG,202.0
AMADO,2007,DEC,67.0
AMADO,2007,FEB,0.0
AMADO,2007,JAN,66.0
AMADO,2007,JUL,248.0
AMADO,2007,JUN,8.0
AMADO,2007,MAR,39.0
AMADO,2007,MAY,0.0
AMADO,2007,NOV,108.0
AMADO,2007,OCT,44.0
AMADO,2007,SEP,144.0
AMADO,2008,APR,0.0
AMADO,2008,AUG,276.0
AMADO,2008,DEC,98.0
AMADO,2008,FEB,79.0
AMADO,2008,JAN,17.0
AMADO,2008,JUL,380.0
AMADO,2008,JUN,2.0
AMADO,2008,MAR,20.0
AMADO,2008,MAY,51.0
AMADO,2008,NOV,52.0
AMADO,2008,OCT,14.0
AMADO,2008,SEP,237.0
AMADO,2009,APR,18.0
AMADO,2009,AUG,91.0
AMADO,2009,DEC,15.0
AMADO,2009,FEB,80.0
AMADO,2009,JAN,50.0
AMADO,2009,JUL,306.0
AMADO,2009,JUN,45.0
AMADO,2009,MAR,25.0
AMADO,2009,MAY,64.0
AMADO,2009,NOV,22.0
AMADO,2009,OCT,9.0
AMADO,2009,SEP,210.0
AMADO,2010,APR,53.0
AMADO,2010,AUG,190.0
AMADO,2010,DEC,31.0
AMADO,2010,FEB,102.0
AMADO,2010,JAN,260.0
AMADO,2010,JUL,570.0
AMADO,2010,JUN,2.0
AMADO,2010,MAR,52.0
AMADO,2010,MAY,0.0
AMADO,2010,NOV,0.0
AMADO,2010,OCT,100.0
AMADO,2010,SEP,95.0
AMADO,2011,APR,0.0
AMADO,2011,AUG,252.0
AMADO,2011,DEC,259.0
AMADO,2011,FEB,25.0
AMADO,2011,JAN,7.0
AMADO,2011,JUL,226.0
AMADO,2011,JUN,3.0
AMADO,2011,MAR,30.0
AMADO,2011,MAY,0.0
AMADO,2011,NOV,76.0
AMADO,2011,OCT,0.0
AMADO,2011,SEP,292.0
AMADO,2012,APR,7.0
AMADO,2012,AUG,139.0
AMADO,2012,DEC,120.0
AMADO,2012,FEB,22.0
AMADO,2012,JAN,9.0
AMADO,2012,JUL,395.0
AMADO,2012,JUN,81.0
AMADO,2012,MAR,25.0
AMADO,2012,MAY,0.0
AMADO,2012,NOV,15.0
AMADO,2012,OCT,31.0
AMADO,2012,SEP,80.0
AMADO,2013,APR,0.0
AMADO,2013,AUG,192.0
AMADO,2013,DEC,85.0
AMADO,2013,FEB,85.0
AMADO,2013,JAN,32.0
AMADO,2013,JUL,305.0
AMADO,2013,JUN,25.0
AMADO,2013,MAR,8.0
AMADO,2013,MAY,0.0
AMADO,2013,NOV,186.0
AMADO,2013,OCT,0.0
AMADO,2013,SEP,152.0
AMADO,2014,APR,8.0
AMADO,2014,AUG,138.0
AMADO,2014,DEC,155.0
AMADO,2014,FEB,6.0
AMADO,2014,JAN,0.0
AMADO,2014,JUL,300.0
AMADO,2014,JUN,0.0
AMADO,2014,MAR,182.0
AMADO,2014,MAY,0.0
AMADO,2014,NOV,0.0
AMADO,2014,OCT,102.0
AMADO,2014,SEP,310.0
AMADO,2015,APR,55.0
AMADO,2015,AUG,146.0
AMADO,2015,DEC,108.0
AMADO,2015,FEB,14.0
AMADO,2015,JAN,170.0
AMADO,2015,JUL,227.0
AMADO,2015,JUN,300.0
AMADO,2015,MAR,32.0
AMADO,2015,MAY,34.0
AMADO,2015,NOV,51.0
AMADO,2015,OCT,84.0
AMADO,2015,SEP,395.0
AMADO,2016,APR,76.0
AMADO,2016,AUG,233.0
AMADO,2016,DEC,116.0
AMADO,2016,FEB,0.0
AMADO,2016,JAN,147.0
AMADO,2016,JUL,309.0
AMADO,2016,JUN,123.0
AMADO,2016,MAR,4.0
AMADO,2016,MAY,2.0
AMADO,2016,NOV,9.0
AMADO,2016,OCT,0.0
AMADO,2016,SEP,218.0
AMADO,2017,APR,10.0
AMADO,2017,AUG,129.0
AMADO,2017,DEC,59.0
AMADO,2017,FEB,12.0
AMADO,2017,JAN,130.0
AMADO,2017,JUL,474.0
AMADO,2017,JUN,9.0
AMADO,2017,MAR,8.0
AMADO,2017,MAY,3.0
AMADO,2017,NOV,15.0
AMADO,2017,OCT,0.0
AMADO,2017,SEP,9.0
AMADO,2018,APR,0.0
AMADO,2018,AUG,313.0
AMADO,2018,DEC,175.0
AMADO,2018,FEB,407.0
AMADO,2018,JAN,5.0
AMADO,2018,JUL,156.0
AMADO,2018,JUN,160.0
AMADO,2018,MAR,2.0
AMADO,2018,MAY,0.0
AMADO,2018,NOV,0.0
AMADO,2018,OCT,385.0
AMADO,2018,SEP,474.0
AMADO,2019,APR,3.0
AMADO,2019,AUG,205.0
AMADO,2019,DEC,200.0
AMADO,2019,FEB,264.0
AMADO,2019,JAN,101.0
AMADO,2019,JUL,213.0
AMADO,2019,JUN,8.0
AMADO,2019,MAR,92.0
AMADO,2019,MAY,45.0
AMADO,2019,NOV,279.0
AMADO,2019,OCT,0.0
AMADO,2019,SEP,260.0
AMADO,2020,APR,12.0
AMADO,2020,AUG,7.0
AMADO,2020,DEC,39.0
AMADO,2020,FEB,106.0
AMADO,2020,JAN,97.0
AMADO,2020,JUL,137.0
AMADO,2020,JUN,0.0
AMADO,2020,MAR,75.0
AMADO,2020,MAY,31.0
AMADO,2020,NOV,38.0
AMADO,2020,OCT,4.0
AMADO,2020,SEP,0.0
AMADO,2021,APR,3.0
AMADO,2021,AUG,458.0
AMADO,2021,DEC,133.0
AMADO,2021,FEB,0.0
AMADO,2021,JAN,174.0
AMADO,2021,JUL,560.0
AMADO,2021,JUN,42.0
AMADO,2021,MAR,22.0
AMADO,2021,MAY,0.0
AMADO,2021,NOV,0.0
AMADO,2021,OCT,0.0
AMADO,2021,SEP,189.0
AMADO,2022,APR,0.0
AMADO,2022,AUG,406.0
AMADO,2022,DEC,153.0
AMADO,2022,FEB,39.0
AMADO,2022,JAN,2.0
AMADO,2022,JUL,470.0
AMADO,2022,JUN,72.0
AMADO,2022,MAR,46.0
AMADO,2022,MAY,0.0
AMADO,2022,NOV,4.0
AMADO,2022,OCT,69.0
AMADO,2022,SEP,197.0
AMADO,2023,APR,0.0
AMADO,2023,AUG,302.0
AMADO,2023,DEC,152.0
AMADO,2023,FEB,97.0
AMADO,2023,JAN,82.0
AMADO,2023,JUL,47.0
AMADO,2023,JUN,0.0
AMADO,2023,MAR,53.0
AMADO,2023,MAY,32.0
AMADO,2023,NOV,24.0
AMADO,2023,OCT,37.0
AMADO,2023,SEP,16.0
AMADO,2024,APR,0.0
AMADO,2024,AUG,256.9310344827586
AMADO,2024,DEC,106.46428571428571
AMADO,2024,FEB,206.0
AMADO,2024,JAN,212.0
AMADO,2024,JUL,289.7068965517241
AMADO,2024,JUN,44.175438596491226
AMADO,2024,MAR,181.0
AMADO,2024,MAY,18.410714285714285
AMADO,2024,NOV,59.44642857142857
AMADO,2024,OCT,89.64912280701755
AMADO,2024,SEP,154.21052631578948
BOX,1922,APR,36.57425742574257
BOX,1922,AUG,272.0
BOX,1922,DEC,57.0
BOX,1922,FEB,96.8529411764706
BOX,1922,JAN,102.52
BOX,1922,JUL,284.0
BOX,1922,JUN,30.0
BOX,1922,MAR,79.57425742574257
BOX,1922,MAY,18.649484536082475
BOX,1922,NOV,0.0
BOX,1922,OCT,46.0
BOX,1922,SEP,192.0
BOX,1923,APR,9.0
BOX,1923,AUG,315.0
BOX,1923,DEC,187.0
BOX,1923,FEB,30.0
BOX,1923,JAN,0.0
BOX,1923,JUL,583.0
BOX,1923,JUN,0.0
BOX,1923,MAR,35.0
BOX,1923,MAY,0.0
BOX,1923,NOV,335.0
BOX,1923,OCT,0.0
BOX,1923,SEP,70.0
BOX,1924,APR,72.0
BOX,1924,AUG,133.0
BOX,1924,DEC,31.0
BOX,1924,FEB,0.0
BOX,1924,JAN,0.0
BOX,1924,JUL,320.0
BOX,1924,JUN,12.0
BOX,1924,MAR,270.0
BOX,1924,MAY,0.0
BOX,1924,NOV,50.0
BOX,1924,OCT,0.0
BOX,1924,SEP,48.0
BOX,1925,APR,35.0
BOX,1925,AUG,393.0
BOX,1925,DEC,50.0
BOX,1925,FEB,0.0
BOX,1925,JAN,0.0
BOX,1925,JUL,209.0
BOX,1925,JUN,87.0
BOX,1925,MAR,17.0
BOX,1925,MAY,0.0
BOX,1925,NOV,189.0
BOX,1925,OCT,123.0
BOX,1925,SEP,94.0
BOX,1926,APR,127.0
BOX,1926,AUG,34.0
BOX,1926,DEC,262.0
BOX,1926,FEB,100.0
BOX,1926,JAN,130.0
BOX,1926,JUL,259.0
BOX,1926,JUN,8.0
BOX,1926,MAR,180.0
BOX,1926,MAY,0.0
BOX,1926,NOV,0.0
BOX,1926,OCT,57.0
BOX,1926,SEP,369.0
BOX,1927,APR,37.0
BOX,1927,AUG,498.0
BOX,1927,DEC,226.0
BOX,1927,FEB,112.0
BOX,1927,JAN,18.0
BOX,1927,JUL,124.0
BOX,1927,JUN,16.0
BOX,1927,MAR,98.0
BOX,1927,MAY,0.0
BOX,1927,NOV,29.0
BOX,1927,OCT,13.0
BOX,1927,SEP,214.0
BOX,1928,APR,8.0
BOX,1928,AUG,324.0
BOX,1928,DEC,62.0
BOX,1928,FEB,186.0
BOX,1928,JAN,0.0
BOX,1928,JUL,192.0
BOX,1928,JUN,0.0
BOX,1928,MAR,0.0
BOX,1928,MAY,0.0
BOX,1928,NOV,42.0
BOX,1928,OCT,89.0
BOX,1928,SEP,53.0
BOX,1929,APR,38.0
BOX,1929,AUG,391.0
BOX,1929,DEC,31.0
BOX,1929,FEB,153.0
BOX,1929,JAN,72.0
BOX,1929,JUL,212.0
BOX,1929,JUN,26.0
BOX,1929,MAR,87.0
BOX,1929,MAY,0.0
BOX,1929,NOV,19.0
BOX,1929,OCT,0.0
BOX,1929,SEP,397.0
BOX,1930,APR,13.0
BOX,1930,AUG,203.0
BOX,1930,DEC,45.0
BOX,1930,FEB,97.0
BOX,1930,JAN,187.0
BOX,1930,JUL,253.0
BOX,1930,JUN,163.0
BOX,1930,MAR,221.0
BOX,1930,MAY,130.0
BOX,1930,NOV,308.0
BOX,1930,OCT,19.0
BOX,1930,SEP,10.0
BOX,1931,APR,81.0
BOX,1931,AUG,1194.0
BOX,1931,DEC,90.0
BOX,1931,FEB,288.0
BOX,1931,JAN,96.0
BOX,1931,JUL,213.0
BOX,1931,JUN,237.0
BOX,1931,MAR,0.0
BOX,1931,MAY,0.0
BOX,1931,NOV,267.0
BOX,1931,OCT,4.0
BOX,1931,SEP,244.0
BOX,1932,APR,23.0
BOX,1932,AUG,458.0
BOX,1932,DEC,175.0
BOX,1932,FEB,249.0
BOX,1932,JAN,100.0
BOX,1932,JUL,542.0
BOX,1932,JUN,56.0
BOX,1932,MAR,41.0
BOX,1932,MAY,0.0
BOX,1932,NOV,0.0
BOX,1932,OCT,152.0
BOX,1932,SEP,30.0
BOX,1933,APR,14.0
BOX,1933,AUG,174.0
BOX,1933,DEC,16.0
BOX,1933,FEB,37.0
BOX,1933,JAN,100.0
BOX,1933,JUL,230.0
BOX,1933,JUN,32.0
BOX,1933,MAR,0.0
BOX,1933,MAY,0.0
BOX,1933,NOV,125.0
BOX,1933,OCT,53.0
BOX,1933,SEP,135.0
BOX,1934,APR,0.0
BOX,1934,AUG,345.0
BOX,1934,DEC,226.0
BOX,1934,FEB,109.0
BOX,1934,JAN,70.0
BOX,1934,JUL,142.0
BOX,1934,JUN,38.0
BOX,1934,MAR,28.0
BOX,1934,MAY,5.0
BOX,1934,NOV,63.0
BOX,1934,OCT,0.0
BOX,1934,SEP,63.0
BOX,1935,APR,0.0
BOX,1935,AUG,645.0
BOX,1935,DEC,153.0
BOX,1935,FEB,126.0
BOX,1935,JAN,170.0
BOX,1935,JUL,159.0
BOX,1935,JUN,0.0
BOX,1935,MAR,149.0
BOX,1935,MAY,13.0
