STATION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
SW,1997,120.0,124.0,0.0,17.0,30.0,3.0,36.0,270.0,121.0,83.0,61.0,264.0
41,1997,143.0,124.0,0.0,36.0,94.0,36.0,19.0,242.0,267.0,168.0,83.0,270.0
WHITE,1997,140.0,147.0,7.0,25.0,44.0,8.0,11.0,308.0,402.0,33.0,69.0,267.0
ROAD,1997,132.0,105.0,0.0,36.0,47.0,6.0,41.0,330.0,212.0,174.0,92.0,275.0
FLORI,1997,176.0,152.0,63.0,19.0,81.0,1.0,112.0,472.0,331.0,33.0,95.0,470.0
MCGIB,1997,129.0,168.0,5.0,36.0,109.0,5.0,223.0,394.0,273.0,47.0,73.0,520.0
ROBIN,1997,145.0,130.0,5.0,65.0,78.0,33.0,282.0,340.0,310.0,61.0,79.0,445.0
NRNCH,1997,140.0,152.0,12.0,31.0,100.0,8.0,240.0,318.0,236.0,36.0,87.0,499.0
AMADO,1998,3.0,382.0,176.0,6.0,0.0,0.0,358.0,237.0,138.0,124.0,61.0,99.0
BOX,1998,0.0,358.0,245.0,36.0,0.0,0.0,833.0,121.0,135.0,88.0,94.0,69.0
DESGR,1998,3.0,454.0,259.0,33.0,0.0,0.0,693.0,116.0,153.11111111111111,96.0,110.0,61.0
DESRI,1998,3.0,303.0,217.0,19.0,0.0,0.0,435.0,91.0,151.0,83.0,55.0,69.0
DESST,1998,8.0,326.0,211.0,19.0,0.0,0.0,484.0,165.0,96.0,110.0,55.0,61.0
41,1998,11.0,435.0,250.0,14.0,0.0,0.0,410.0,311.0,245.0,72.0,96.0,55.0
45,1998,3.0,391.0,256.0,25.0,0.0,0.0,778.0,201.0,124.0,96.0,69.0,69.0
164,1998,6.0,286.0,226.0,11.0,0.0,0.0,418.0,96.0,105.0,61.0,55.0,55.0
ERIOP,1998,6.0,358.0,220.0,6.0,0.0,0.0,184.0,147.8148148148148,110.0,63.0,69.0,83.0
FORES,1998,3.0,468.0,259.0,34.0,0.0,0.0,542.0,105.0,193.0,63.0,157.0,83.0
GRARI,1998,6.0,311.0,168.0,8.0,0.0,0.0,451.0,195.0,138.0,77.0,47.0,41.0
HUERF,1998,8.0,391.0,294.0,36.0,0.0,0.0,616.0,83.0,195.0,94.0,83.0,110.0
IBP,1998,0.0,385.0,226.0,39.0,0.0,0.0,800.0,83.0,151.0,91.0,102.0,83.0
LIMST,1998,0.0,331.0,268.0,22.0,0.0,0.0,569.0,69.0,228.0,72.0,91.0,88.0
MUHLE,1998,6.0,429.0,267.0,30.0,0.0,0.0,561.0,193.0,110.0,77.0,74.0,69.0
NE,1998,6.0,333.0,259.0,25.0,0.0,0.0,495.0,96.0,248.0,107.0,83.0,69.0
NW,1998,6.0,292.0,190.0,11.0,0.0,0.0,446.0,96.0,80.0,83.0,30.0,41.0
PARKE,1998,3.0,435.0,248.0,45.0,0.0,0.0,671.0,121.0,151.0,77.0,129.0,110.0
PAST3,1998,0.0,330.0,182.0,11.0,0.0,0.0,421.0,96.0,83.0,69.0,55.0,41.0
ROAD,1998,6.0,429.0,297.0,28.0,0.0,0.0,649.0,212.0,33.0,182.0,234.0,69.0
RODEN,1998,1.0,388.0,237.0,22.0,0.0,0.0,542.0,193.0,105.0,83.0,69.0,74.0
RUELA,1998,0.0,355.0,184.0,44.0,0.0,0.0,644.0,41.0,179.0,80.0,99.0,83.0
SW,1998,0.0,399.0,195.0,6.0,0.0,0.0,347.0,193.0,110.0,83.0,55.0,55.0
WHITE,1998,0.0,443.0,237.0,22.0,0.0,0.0,534.0,272.0,206.0,110.0,110.0,41.0
FLORI,1998,5.0,519.0,269.0,53.0,0.0,0.0,534.0,132.0,244.0,53.0,151.0,103.0
MCGIB,1998,6.0,472.0,328.0,52.0,0.0,0.0,704.0,152.0,181.0,58.0,91.07692307692308,73.23076923076923
ROBIN,1998,11.0,415.0,259.0,66.0,0.0,0.0,810.0,148.0,225.0,107.0,135.0,123.0
NRNCH,1998,8.0,450.0,326.0,70.0,0.0,0.0,622.0,173.0,170.0,124.0,91.07692307692308,73.23076923076923
AMADO,1999,0.0,0.0,0.0,171.0,0.0,11.0,440.0,341.0,6.0,0.0,0.0,0.0
BOX,1999,0.0,0.0,0.0,198.0,0.0,28.0,352.0,611.0,138.0,0.0,0.0,0.0
DESGR,1999,6.0,0.0,11.0,223.0,0.0,8.0,440.0,1034.0,149.0,0.0,0.0,0.0
DESRI,1999,3.0,0.0,6.0,198.0,0.0,17.0,451.0,498.0,113.0,0.0,0.0,0.0
DESST,1999,0.0,0.0,6.0,195.0,8.0,0.0,369.0,316.0,132.0,0.0,0.0,0.0
41,1999,0.0,0.0,11.0,212.0,3.0,28.0,432.0,545.0,182.0,0.0,0.0,0.0
45,1999,0.0,0.0,6.0,217.0,0.0,39.0,316.0,1295.0,179.0,0.0,0.0,0.0
164,1999,0.0,0.0,6.0,187.0,0.0,11.0,341.0,322.0,105.0,0.0,0.0,0.0
ERIOP,1999,4.461538461538462,0.0,11.0,209.0,0.0,6.0,231.0,560.0,165.0,0.0,0.0,0.0
FORES,1999,3.0,0.0,8.0,264.0,0.0,0.0,572.0,583.0,157.0,0.0,0.0,0.0
GRARI,1999,0.0,0.0,0.0,168.0,0.0,8.0,506.0,358.0,88.0,0.0,0.0,0.0
HUERF,1999,0.0,0.0,14.0,209.0,0.0,28.0,407.0,688.0,157.0,0.0,0.0,0.0
IBP,1999,3.0,0.0,3.0,198.0,0.0,50.0,311.0,479.0,107.0,0.0,0.0,0.0
LIMST,1999,0.0,0.0,11.0,190.0,0.0,30.0,374.0,663.0,99.0,0.0,0.0,0.0
MUHLE,1999,4.461538461538462,0.0,6.0,223.0,3.0,55.0,377.0,809.0,110.0,0.0,0.0,0.0
NE,1999,0.0,0.0,3.0,218.0,0.0,44.0,421.0,330.0,61.0,0.0,0.0,0.0
NW,1999,3.0,0.0,0.0,182.0,0.0,22.0,382.0,239.0,96.0,0.0,0.0,0.0
PARKE,1999,8.0,1.0,4.0,239.0,0.0,58.0,421.0,528.0,124.0,0.0,0.0,0.0
PAST3,1999,0.0,0.0,6.592592592592593,173.0,0.0,6.0,465.0,308.0,132.0,0.0,0.0,0.0
ROAD,1999,0.0,0.0,19.0,206.0,3.0,28.0,468.0,982.0,228.0,0.0,0.0,0.0
RODEN,1999,0.0,0.0,0.0,198.0,0.0,28.0,418.0,894.0,215.0,0.0,0.0,0.0
RUELA,1999,8.0,0.0,8.0,176.0,0.0,6.0,358.0,245.0,113.0,0.0,0.0,0.0
SW,1999,0.0,0.0,6.0,176.0,0.0,39.0,418.0,550.0,102.0,0.0,0.0,0.0
WHITE,1999,44.0,6.0,11.0,237.0,0.6296296296296297,17.0,589.0,822.0,228.0,0.0,0.0,0.0
FLORI,1999,10.0,0.0,10.0,311.0,0.0,21.0,849.0,635.0,239.0,0.0,0.0,0.0
MCGIB,1999,0.0,0.0,0.0,206.25925925925927,0.0,58.0,555.0,529.0,115.0,0.0,0.0,0.0
ROBIN,1999,20.0,0.0,10.0,215.0,0.0,69.0,442.0,389.0,142.0,0.0,0.0,0.0
NRNCH,1999,8.0,0.0,8.0,176.0,0.0,6.0,358.0,245.0,113.0,0.0,0.0,0.0
AMADO,2000,0.0,28.0,138.0,0.0,0.0,418.0,132.0,382.0,30.0,578.0,154.0,28.0
BOX,2000,0.0,17.0,80.0,0.0,0.0,339.6666666666667,123.58333333333333,411.08,58.416666666666664,571.84,154.0,6.0
DESGR,2000,0.0,47.0,195.0,0.0,0.0,459.0,157.0,500.0,116.0,578.0,237.0,8.0
DESRI,2000,0.0,28.0,110.0,0.0,0.0,110.0,63.0,270.0,52.0,435.0,198.0,17.0
DESST,2000,0.0,33.0,154.0,0.0,0.0,168.0,113.0,311.0,19.0,688.0,204.0,17.0
41,2000,11.0,44.0,149.0,0.0,0.0,616.0,160.0,424.0,99.0,627.0,242.0,28.0
45,2000,6.0,33.0,121.0,0.0,0.0,339.6666666666667,123.58333333333333,534.0,50.0,501.0,264.0,22.0
164,2000,0.0,39.0,110.0,0.0,0.0,107.0,74.0,187.0,33.0,550.0,215.0,6.0
ERIOP,2000,0.0,66.0,121.0,0.0,0.0,289.0,107.0,374.0,17.0,462.0,237.0,22.0
FORES,2000,6.0,58.0,151.0,0.0,0.0,556.0,165.0,594.0,58.416666666666664,710.0,270.0,6.0
GRARI,2000,0.0,17.0,138.0,0.0,0.0,278.0,63.0,578.0,17.0,567.0,259.0,22.0
HUERF,2000,0.0,39.0,127.0,0.0,0.0,303.0,105.0,212.0,52.0,506.0,226.0,0.0
IBP,2000,6.0,50.0,121.0,0.0,0.0,325.0,116.0,341.0,28.0,583.0,231.0,11.0
LIMST,2000,0.0,39.0,121.0,0.0,0.0,121.0,85.0,319.0,74.0,490.0,220.0,11.0
MUHLE,2000,0.0,50.0,135.0,0.0,0.0,300.0,151.0,272.0,52.0,564.0,325.0,22.0
NE,2000,0.0,22.0,118.0,0.0,0.0,102.0,182.0,352.0,44.0,528.0,231.0,22.0
NW,2000,0.0,17.0,110.0,0.0,0.0,162.0,69.0,226.0,44.0,633.0,190.0,6.0
PARKE,2000,6.0,61.0,138.0,0.0,0.0,448.0,184.0,457.0,50.0,671.0,242.0,17.0
PAST3,2000,0.0,28.0,116.0,0.0,0.0,198.0,104.0,360.0,6.0,583.0,165.0,17.0
ROAD,2000,0.0,50.0,149.0,0.0,0.0,541.0,118.0,632.0,110.0,564.0,300.0,22.0
RODEN,2000,0.0,14.0,135.0,0.0,0.0,410.0,165.0,536.0,77.0,517.0,281.0,0.0
RUELA,2000,0.0,44.0,146.0,0.0,0.0,325.0,88.0,336.0,47.0,528.0,198.0,17.0
SW,2000,0.0,36.0,132.0,0.0,0.0,393.0,113.0,484.0,110.0,523.0,226.0,28.0
WHITE,2000,6.0,33.0,138.0,0.0,0.0,561.0,96.0,699.0,138.0,567.0,259.0,6.0
FLORI,2000,20.0,70.0,160.0,0.0,0.0,506.0,219.0,505.0,112.0,714.0,285.0,63.0
ROBIN,2000,8.0,61.0,131.0,0.0,0.0,456.0,137.0,392.0,25.0,629.0,262.0,22.0
FORES,2001,165.0,61.0,127.0,231.0,50.0,33.0,517.0,340.0,93.0,160.0,28.0,50.0
DESGR,2001,116.0,83.0,132.0,143.0,33.0,105.0,340.0,325.0,93.0,121.0,33.0,50.0
RODEN,2001,105.0,5.0,22.0,39.0,22.0,44.0,193.0,160.0,149.0,226.0,33.0,22.0
IBP,2001,149.0,33.0,105.0,154.0,77.0,99.0,231.0,209.0,127.0,83.0,22.0,44.0
PARKE,2001,160.0,44.0,138.0,204.0,33.0,72.0,460.0,330.0,160.0,110.0,39.0,50.0
BOX,2001,121.0,39.0,121.0,154.0,66.0,94.0,190.0,181.0,66.0,105.0,33.0,33.0
45,2001,127.0,50.0,127.0,116.0,88.0,83.0,200.0,176.0,66.0,99.0,39.0,22.0
ERIOP,2001,116.0,61.0,165.0,33.0,50.0,55.0,220.0,150.0,113.0,77.0,39.0,22.0
RUELA,2001,127.0,39.0,116.0,94.0,44.0,61.0,340.0,193.0,83.0,204.0,22.0,11.0
HUERF,2001,99.0,28.0,110.0,44.0,83.0,130.0,280.0,143.0,149.0,66.0,28.0,0.0
LIMST,2001,154.0,55.0,105.0,121.0,66.0,130.0,350.0,83.0,110.0,121.0,14.0,3.0
NE,2001,143.0,33.0,110.0,94.0,83.0,170.0,325.0,143.0,77.0,99.0,11.0,0.0
DESRI,2001,138.0,50.0,149.0,55.0,61.0,83.0,230.0,127.0,83.0,83.0,8.0,3.0
164,2001,105.0,44.0,154.0,99.0,44.0,83.0,220.0,160.0,50.0,110.0,3.0,9.0
NW,2001,121.0,39.0,149.0,22.0,105.0,105.0,220.0,165.0,50.0,83.0,6.0,6.0
DESST,2001,149.0,39.0,187.0,105.0,39.0,170.0,150.0,231.0,105.0,44.0,22.0,11.0
MUHLE,2001,160.0,33.0,154.0,132.0,39.0,150.0,260.0,165.0,83.0,55.0,17.0,17.0
PAST3,2001,127.0,44.0,99.0,127.0,72.0,140.0,120.0,27.0,99.0,116.0,22.0,6.0
AMADO,2001,127.0,39.0,116.0,99.0,50.0,66.0,215.0,380.0,61.0,77.0,17.0,11.0
GRARI,2001,39.0,22.0,105.0,99.0,72.0,72.0,190.0,270.0,83.0,83.0,19.0,8.0
SW,2001,116.0,61.0,94.0,105.0,55.0,88.0,250.0,292.0,50.0,44.0,17.0,22.0
41,2001,138.0,83.0,121.0,182.0,39.0,44.0,350.0,385.0,72.0,99.0,25.0,30.0
WHITE,2001,149.0,66.0,11.0,198.0,28.0,72.0,330.0,385.0,99.0,116.0,25.0,48.0
ROAD,2001,116.0,66.0,116.0,187.0,39.0,88.0,250.0,281.0,33.0,143.0,22.0,39.0
FORES,2002,61.0,11.0,0.0,0.0,0.0,396.0,275.0,297.0,0.0,5.0,28.0,88.0
DESGR,2002,55.0,6.0,0.0,0.0,0.0,440.0,237.0,363.0,0.0,0.0,33.0,88.0
RODEN,2002,44.0,0.0,0.0,0.0,0.0,424.0,270.0,336.0,0.0,0.0,66.0,61.0
IBP,2002,33.0,0.0,0.0,0.0,0.0,457.0,165.0,374.0,0.0,5.0,11.0,83.0
PARKE,2002,22.0,6.0,0.0,0.0,0.0,462.0,182.0,352.0,0.0,0.0,55.0,105.0
BOX,2002,22.0,0.0,0.0,0.0,0.0,209.0,226.0,429.0,0.0,5.0,61.0,39.0
45,2002,17.0,0.0,0.0,0.0,0.0,413.0,160.0,446.0,0.0,0.0,17.0,44.0
ERIOP,2002,17.0,0.0,0.0,0.0,0.0,396.0,105.0,330.0,0.0,0.0,72.0,72.0
RUELA,2002,6.0,0.0,0.0,0.0,0.0,501.0,149.0,358.0,0.0,0.0,44.0,110.0
HUERF,2002,11.0,0.0,0.0,0.0,0.0,468.0,143.0,286.0,0.0,0.0,0.0,33.0
LIMST,2002,11.0,0.0,0.0,0.0,0.0,341.0,154.0,369.0,0.0,5.0,50.0,44.0
NE,2002,6.0,0.0,0.0,0.0,0.0,347.0,165.0,374.0,0.0,0.0,78.0,61.0
DESRI,2002,11.0,0.0,0.0,0.0,0.0,341.0,226.0,319.0,0.0,0.0,55.0,83.0
164,2002,0.0,0.0,0.0,0.0,0.0,286.0,286.0,231.0,0.0,0.0,61.0,55.0
NW,2002,0.0,0.0,0.0,0.0,0.0,501.0,176.0,347.0,0.0,0.0,50.0,94.0
DESST,2002,6.0,0.0,0.0,0.0,0.0,451.0,187.0,308.0,0.0,0.0,17.0,50.0
MUHLE,2002,22.0,0.0,0.0,0.0,0.0,468.0,204.0,352.0,0.0,0.0,55.0,83.0
PAST3,2002,11.0,0.0,0.0,0.0,0.0,413.0,215.0,374.0,0.0,0.0,50.0,160.0
AMADO,2002,17.0,0.0,0.0,0.0,0.0,358.0,231.0,380.0,0.0,0.0,50.0,66.0
GRARI,2002,17.0,0.0,0.0,0.0,0.0,308.0,198.0,319.0,0.0,0.0,28.0,72.0
SW,2002,22.0,0.0,0.0,0.0,0.0,468.0,319.0,308.0,0.0,0.0,55.0,28.0
41,2002,33.0,6.0,0.0,0.0,0.0,429.0,402.0,380.0,0.0,0.0,50.0,72.0
WHITE,2002,66.0,22.0,0.0,0.0,0.0,198.0,143.0,350.4782608695652,0.0,0.0,39.0,50.0
ROAD,2002,44.0,11.0,0.0,0.0,0.0,413.0,275.0,429.0,0.0,0.0,50.0,55.0
FORES,2003,5.0,172.0,34.0,7.0,14.0,0.0,447.0,237.0,223.0,93.0,168.0,79.0
DESGR,2003,0.0,160.0,21.0,7.6086309523809526,14.0,3.0,457.0,220.0,172.0,72.0,107.0,55.0
RODEN,2003,22.0,117.0,21.0,7.0,7.0,7.0,340.0,313.0,107.0,69.0,103.0,52.0
IBP,2003,0.0,107.0,22.0,5.0,7.0,0.0,375.0,296.0,72.0,69.0,103.0,58.0
PARKE,2003,3.0476190476190474,155.0,41.0,17.0,17.0,0.0,471.0,447.0,162.0,89.0,113.0,72.0
BOX,2003,0.0,152.0,21.0,0.0,152.0,17.0,471.0,337.0,89.0,79.0,117.0,38.0
45,2003,0.0,128.0,17.0,7.0,7.0,7.0,392.0,234.0,100.0,76.0,96.0,58.0
ERIOP,2003,0.0,89.0,14.0,3.4375,3.4375,3.4375,395.3125,79.0625,192.5,72.1875,106.5625,58.4375
RUELA,2003,0.0,100.0,21.0,6.875,3.4375,3.4375,398.75,171.875,68.75,85.9375,123.75,65.3125
HUERF,2003,17.0,91.0,17.0,14.0,7.0,0.0,533.0,189.0,69.0,79.0,172.0,79.0
LIMST,2003,0.0,105.0,15.0,6.875,0.0,0.0,391.875,165.0,72.1875,68.75,175.3125,72.1875
NE,2003,3.0476190476190474,96.0,7.0,6.875,0.0,0.0,250.9375,127.1875,110.0,65.3125,110.0,68.75
DESRI,2003,3.0476190476190474,91.0,5.0,12.03125,0.0,3.4375,326.5625,158.125,82.5,72.1875,130.625,61.875
164,2003,0.0,121.0,3.0,13.75,0.0,3.4375,240.625,72.1875,123.75,85.9375,130.625,58.4375
NW,2003,0.0,149.0,2.0,6.875,3.4375,6.875,213.125,106.5625,127.1875,72.1875,79.0625,30.9375
DESST,2003,5.0,142.0,24.0,10.3125,13.75,0.0,250.9375,103.125,127.1875,68.75,89.375,51.5625
MUHLE,2003,5.0,128.0,22.0,12.0,7.0,7.0,492.0,168.0,89.0,86.0,100.0,62.0
PAST3,2003,0.0,135.0,14.0,3.4375,10.3125,0.0,405.625,99.6875,61.875,68.75,48.125,37.8125
AMADO,2003,0.0,193.0,3.0,0.0,0.0,0.0,409.0,210.0,116.85227272727273,79.10795454545455,111.2159090909091,57.02840909090909
GRARI,2003,0.0,133.0,21.0,3.4375,0.0,0.0,446.875,147.8125,106.5625,89.375,72.1875,34.375
SW,2003,0.0,137.0,41.0,6.875,0.0,0.0,402.1875,89.375,206.25,110.0,48.125,30.9375
41,2003,5.0,206.0,26.0,10.0,3.0,3.0,347.0,344.0,65.0,86.0,144.0,62.0
WHITE,2003,0.0,177.0,18.956521739130434,7.6086309523809526,13.494565217391305,2.9375,390.1222826086956,202.08695652173913,116.85227272727273,79.10795454545455,111.2159090909091,57.02840909090909
ROAD,2003,5.0,184.0,24.0,7.6086309523809526,41.0,2.9375,516.0,333.0,144.0,83.0,110.0,69.0
FORES,2004,99.6875,127.1875,106.5625,76.0,0.0,31.0,457.0,107.0,7.0,117.0,48.0,65.0
DESGR,2004,79.0625,103.125,113.4375,72.0,0.0,34.0,509.0,141.0,21.0,113.0,14.0,84.0
RODEN,2004,41.25,30.9375,110.0,38.0,0.0,21.0,323.0,175.0,32.40909090909091,124.0,17.0,66.0
IBP,2004,79.0625,113.4375,99.6875,65.0,0.0,17.954545454545453,402.0,93.0,14.0,101.1304347826087,34.0,51.0
PARKE,2004,130.625,96.25,85.9375,69.0,0.0,3.0,306.0,103.0,32.40909090909091,72.0,41.0,67.0
BOX,2004,82.5,106.5625,99.6875,86.0,0.0,14.0,430.0,127.0,41.0,110.0,38.0,68.0
45,2004,65.3125,41.25,99.6875,72.0,0.0,14.0,416.0,162.0,41.0,110.0,21.0,58.0
ERIOP,2004,79.0625,44.6875,68.75,72.0,0.0,21.0,605.0,96.0,24.0,120.0,21.0,59.0
RUELA,2004,85.9375,103.125,106.28869047619048,63.78260869565217,0.0,7.0,471.0,62.0,24.0,69.0,24.0,41.0
HUERF,2004,89.375,55.0,106.5625,86.0,0.0,17.954545454545453,684.0,168.0,28.0,134.0,31.0,70.0
LIMST,2004,61.875,51.5625,116.875,65.0,0.0,17.0,399.0,83.0,24.0,127.0,28.0,61.0
NE,2004,61.875,55.0,130.625,58.0,0.0,45.0,196.0,96.0,55.0,134.0,31.0,53.0
DESRI,2004,75.625,24.0625,72.1875,48.0,0.0,7.0,426.0,134.0,14.0,103.0,34.0,53.0
164,2004,68.75,20.625,72.1875,48.0,0.0,10.0,323.0,120.0,52.0,89.0,34.0,51.0
NW,2004,51.5625,41.25,113.4375,34.0,0.0,17.0,385.0,110.0,31.0,65.0,28.0,54.0
DESST,2004,55.0,48.125,134.0625,62.0,0.0,24.0,602.0,244.0,41.0,83.0,34.0,70.0
MUHLE,2004,75.625,58.4375,134.0625,58.0,0.0,21.0,615.0,210.0,34.0,144.0,38.0,83.0
PAST3,2004,37.8125,24.0625,120.3125,55.0,0.0,10.0,385.0,168.0,34.0,55.0,14.0,67.0
AMADO,2004,73.38315217391305,60.97826086956522,106.28869047619048,76.0,0.0,7.0,320.0,134.0,31.0,76.0,24.0,78.0
GRARI,2004,96.25,37.8125,107.0,93.0,0.0,31.0,330.0,65.0,38.0,48.0,17.0,74.0
SW,2004,55.0,34.375,107.0,48.0,0.0,3.0,406.0,138.0,48.0,89.0,17.0,61.0
41,2004,68.75,41.25,110.0,45.0,0.0,17.0,275.0,120.0,62.0,113.0,21.0,85.0
WHITE,2004,75.625,85.9375,106.28869047619048,89.0,0.0,17.0,351.0,148.0,21.0,100.0,17.0,65.0
ROAD,2004,72.1875,58.4375,124.0,52.0,0.0,24.0,282.0,206.0,28.0,131.0,24.0,74.0
FORES,2005,262.0,102.0,48.0,15.4,7.700000000000032,8.80000000000001,203.5,658.9,3.29999999999993,19.8,0.0,9.0
DESGR,2005,191.0,83.0,39.0,14.3,15.4,11.00000000000006,189.2,562.1,5.500000000000078,29.7,0.0,8.0
RODEN,2005,117.0,67.0,15.0,17.6,79.2,3.300000000000028,198.0,591.8,9.899999999999984,56.1,0.0,1.0
IBP,2005,154.0,111.0,30.0,14.3,59.4,3.300000000000028,286.0,470.8,7.699999999999836,73.7,0.0,5.0
PARKE,2005,238.0,136.0,36.0,15.4,29.700000000000053,5.4999999999999805,210.1,508.2,2.2000000000001485,17.6,0.0,8.0
BOX,2005,119.0,92.0,36.0,13.2,49.5,3.300000000000028,345.4,496.1,19.8,39.6,0.0,4.0
45,2005,117.0,76.0,25.0,15.4,49.5,4.4,286.0,634.7,2.2000000000001485,55.0,0.0,2.0
ERIOP,2005,116.0,79.0,29.0,14.3,73.7,1.0999999999999768,371.8,512.6,114.4,52.8,0.0,0.0
RUELA,2005,149.30434782608697,100.0,25.0,14.300000000000088,52.8,1.0999999999999768,273.9,551.1,73.7,41.8,0.0,3.0
HUERF,2005,157.0,75.0,23.0,13.2,91.3,2.1999999999999535,253.0,484.0,143.0,52.8,0.0,0.0
LIMST,2005,119.0,77.0,29.0,13.2,66.00000000000006,0.0,225.5,305.8,32.999999999999886,45.1,0.0,0.0
NE,2005,163.0,61.0,22.391304347826086,15.4,28.6,0.0,206.8,431.2,8.80000000000001,42.9,0.0,0.0
DESRI,2005,118.0,73.0,22.0,11.0,23.1,1.1000000000000743,256.3,348.7,75.9,27.5,0.0,0.0
164,2005,111.0,65.0,14.0,13.2,67.1,0.0,213.4,401.5,23.099999999999902,40.7,0.0,0.0
NW,2005,157.0,61.0,14.0,13.2,110.0,14.300000000000088,172.7,459.8,135.3,22.0,0.0,0.0
DESST,2005,172.0,64.0,23.0,15.400000000000064,95.69999999999992,1.1000000000000743,189.2,409.2,95.69999999999992,25.3,0.0,0.0
MUHLE,2005,143.0,62.0,12.0,13.2,26.4,0.0,291.5,520.3,7.700000000000032,64.9,0.0,0.0
PAST3,2005,106.0,58.0,11.0,16.5,111.1,0.0,194.7,359.7,36.3,38.5,0.0,0.0
AMADO,2005,134.0,66.0,13.0,22.0,64.9,13.2,207.9,327.8,11.000000000000156,77.0,0.0,0.0
GRARI,2005,120.0,64.0,9.0,18.7,86.9,37.4,158.4,330.0,8.80000000000001,96.8,0.0,0.0
SW,2005,105.0,63.0,4.0,16.5,16.5,11.0,278.3,464.2,36.3,93.5,0.0,0.0
41,2005,171.0,61.0,15.0,24.2,50.6,6.600000000000056,309.1,465.3,5.499999999999884,44.0,0.0,0.0
WHITE,2005,179.0,75.0,26.0,23.100000000000094,20.899999999999945,7.700000000000032,241.2826086956522,529.1,9.899999999999984,24.2,0.0,0.0
ROAD,2005,165.0,70.0,17.0,16.499999999999943,34.10000000000006,11.0,228.8,608.3,2.2000000000001485,31.9,0.0,0.0
FORES,2006,0.0,7.699999999999983,111.1,1.0999999999999768,0.0,60.5,630.3,199.1,446.6,47.3,0.0,72.0
DESGR,2006,0.0,1.1000000000000254,83.6,0.0,0.0,75.35,469.15,336.6,390.5,40.7,0.0,65.0
RODEN,2006,0.0,11.0,72.6,0.0,0.0,71.5,386.1,350.9,305.8,26.495652173913047,0.0,52.0
IBP,2006,0.0,5.50000000000003,77.0,0.0,0.0,64.9,533.5,181.5,422.4,40.7,0.0,63.0
PARKE,2006,0.0,3.300000000000028,93.5,0.0,0.0,55.0,545.6,243.1,400.4,45.1,0.0,70.0
BOX,2006,0.0,4.4,77.0,6.600000000000056,0.0,68.19999999999992,486.2,228.8,380.6,40.7,0.0,58.0
45,2006,0.0,8.80000000000001,69.3,2.200000000000051,0.0,44.0,438.9,240.9,227.7,29.7,0.0,54.0
ERIOP,2006,0.0,9.900000000000082,68.19999999999992,1.1000000000000743,0.0,52.8,405.9,151.8,390.5,38.5,0.0,67.0
RUELA,2006,0.0,3.300000000000028,58.299999999999926,2.200000000000051,0.0,111.1,544.5,136.4,304.7,34.1,0.0,66.0
HUERF,2006,0.0,11.00000000000006,61.6,1.0999999999999768,0.0,58.3,408.1,140.8,357.5,19.8,0.0,76.0
LIMST,2006,0.0,16.5,71.5,1.0999999999999768,0.0,80.3,394.9,276.1,189.2,16.5,0.0,75.0
NE,2006,0.0,19.8,81.4,0.0,0.0,77.0,521.4,128.7,247.5,67.1,0.0,57.0
DESRI,2006,0.0,5.4999999999999805,70.4,1.0999999999999768,0.0,83.6,391.6,195.8,237.6,33.0,0.0,74.0
164,2006,0.0,5.4999999999999805,77.0,1.0999999999999768,0.0,53.9,460.9,206.8,167.2,24.2,0.0,61.0
NW,2006,0.0,14.3,71.5,0.0,0.0,77.0,435.6,275.0,152.9,9.899999999999984,0.0,53.0
DESST,2006,0.0,11.0,85.8,1.0999999999999768,0.0,50.6,431.2,227.7,193.6,12.1,0.0,55.0
MUHLE,2006,0.0,11.0,78.10000000000011,0.0,0.0,31.899999999999906,386.1,108.9,276.1,15.4,0.0,51.0
PAST3,2006,0.0,6.600000000000006,82.5,4.4,0.0,28.6,418.0,168.3,227.7,15.4,0.0,64.0
AMADO,2006,0.0,13.2,66.0,0.0,0.0,37.4,442.2,149.6,124.3,8.80000000000001,0.0,45.0
GRARI,2006,0.0,7.700000000000032,77.0,3.300000000000028,0.0,47.3,474.1,198.0,257.4,8.79999999999996,0.0,57.0
SW,2006,0.0,16.5,51.7,0.0,0.0,61.6,431.2,253.0,309.1,2.2,0.0,63.34782608695652
41,2006,0.0,13.2,79.2,1.1000000000000743,0.0,79.2,531.3,279.4,151.8,9.900000000000034,0.0,96.0
WHITE,2006,0.0,25.29999999999995,72.6,2.200000000000051,0.0,130.9,574.2,265.1,323.4,26.4,0.0,68.0
ROAD,2006,0.0,8.80000000000001,70.40000000000008,0.0,0.0,100.1,397.1,354.2,298.1,23.1,0.0,58.0
FORES,2007,160.0,6.0,92.0,73.0,11.0,35.0,538.0,523.0,165.0,10.0,196.0,109.0
DESGR,2007,114.0,3.0,61.0,46.0,13.0,17.0,452.0,347.0,216.0,11.0,143.0,78.0
RODEN,2007,84.0,1.0,35.0,44.0,1.0,5.0,388.0,386.0,169.0,32.0,160.0,68.0
IBP,2007,132.0,5.0,57.0,43.0,4.0,36.0,562.0,345.0,262.0,10.0,168.0,85.0
PARKE,2007,190.0,11.0,70.0,64.0,0.0,31.0,455.0,438.0,337.0,14.0,198.0,95.0
BOX,2007,106.0,2.0,46.0,57.0,3.0,44.0,482.0,331.0,166.0,10.0,143.0,67.0
